block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
17,cube0,18.646111,33563,53,32,45,2,46,1,62.352940,96.808510,80.446930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.430000,24174,52,0,28,2,27,1,100.000000,94.827583,97.272728,
18,cube0,20.403889,36727,53,32,44,2,43,2,62.352940,95.604393,79.545456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.752222,26554,52,0,30,1,26,1,100.000000,96.551727,98.181816,
19,cube0,20.219999,36396,53,32,45,1,45,1,62.352940,97.826088,80.790962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.310000,25758,52,0,26,1,30,1,100.000000,96.551727,98.181816,
20,cube0,16.539444,29771,52,33,44,1,42,2,61.176472,96.629211,79.310349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.876667,24978,52,0,27,1,29,1,100.000000,96.551727,98.181816,
21,cube0,18.523333,33342,53,32,43,1,44,1,62.352940,97.752808,80.459770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.385000,24093,52,0,31,1,25,1,100.000000,96.551727,98.181816,
22,cube0,19.268333,34683,53,32,47,1,46,1,62.352940,97.894737,81.111115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.673333,24612,52,0,34,1,22,1,100.000000,96.551727,98.181816,
23,cube0,19.926111,35867,53,32,47,1,46,1,62.352940,97.894737,81.111115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.204445,27368,52,0,25,1,31,1,100.000000,96.551727,98.181816,
