block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355.232178,2439418,4.310941,10.364924,10.376762,4.315402,1529,0.200597,541,0.069068,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
6,cube0,1359.963867,2447935,6.170815,4.402897,5.404803,5.296206,566,0.026936,245,0.070027,10,0.000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7876.000000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359.517212,2447131,4.310941,10.364924,10.376762,4.315402,1529,0.200667,541,0.068921,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
7,cube0,1377.321167,2479178,6.170815,4.402897,5.404974,5.296206,566,0.027201,245,0.071920,10,0.000161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7876.250000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376.734985,2478123,4.310941,10.364924,10.376762,4.315402,1529,0.202486,541,0.069850,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
8,cube0,1387.153320,2496876,6.170815,4.402897,5.436198,5.296206,566,0.027200,245,0.073777,10,0.000163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7921.750000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.579468,2495843,4.310941,10.364924,10.376762,4.315402,1529,0.203615,541,0.070468,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
9,cube0,1375.427246,2475769,6.170815,4.402897,5.468451,5.296120,566,0.027063,245,0.075231,10,0.000156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7968.750000,7717.625000,6416.000000,1.983287,102.500000,0.037217,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374.950562,2474911,4.310941,10.364924,10.376762,4.315402,1529,0.200797,541,0.071048,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
10,cube0,1382.152222,2487874,6.170815,4.402897,5.477973,5.296206,566,0.027425,245,0.074073,10,0.000304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7982.625000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381.637207,2486947,4.310941,10.364924,10.376762,4.315402,1529,0.202901,541,0.071732,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
11,cube0,1368.911621,2464041,6.170815,4.402897,5.469567,5.296206,566,0.027289,245,0.069258,10,0.000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7970.375000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.515015,2463327,4.310941,10.364924,10.376762,4.315402,1529,0.202223,541,0.070688,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
12,cube0,1353.270508,2435887,6.170815,4.402897,5.423589,5.296206,566,0.027039,245,0.069772,10,0.000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7903.375000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352.781616,2435007,4.310941,10.364924,10.376762,4.315402,1529,0.198079,541,0.068553,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
13,cube0,1358.609497,2445497,6.170815,4.402897,5.428736,5.296206,566,0.026985,245,0.069892,10,0.000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7910.875000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358.204468,2444768,4.310941,10.364924,10.376762,4.315402,1529,0.198031,541,0.068689,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
14,cube0,1360.515015,2448927,6.170815,4.402897,5.391164,5.296206,566,0.026802,245,0.071995,10,0.000158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7856.125000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359.981079,2447966,4.310941,10.364924,10.376762,4.315402,1529,0.201553,541,0.068217,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
15,cube0,1349.751709,2429553,6.170815,4.402897,5.399399,5.296206,566,0.026042,245,0.083710,10,0.000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7868.125000,7717.750000,6416.000000,1.983287,103.000000,0.037398,0.000000,0.000000,7680.000000,2.773842,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.188354,2428539,4.310941,10.364924,10.376762,4.315402,1529,0.195861,541,0.067147,15121.250000,6288.500000,NA,NA,NA,NA,NA,NA,NA,NA,15104.000000,5.315346,6282.000000,2.449398,
16,cube0,15.382778,27689,0.022131,0.010980,0.008664,0.015612,6,0.000003,5,0.000027,10,0.000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.625000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.011666,23421,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
17,cube0,18.646111,33563,0.022131,0.010980,0.008063,0.015612,6,0.000003,5,0.000028,10,0.000160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.750000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.430000,24174,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
18,cube0,20.403889,36727,0.022131,0.010980,0.007806,0.015612,6,0.000003,5,0.000029,10,0.000405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.375000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.752222,26554,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
19,cube0,20.219999,36396,0.022131,0.010980,0.007892,0.015612,6,0.000003,5,0.000030,10,0.000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.500000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.310000,25758,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
20,cube0,16.539444,29771,0.022131,0.010980,0.007634,0.015612,6,0.000003,5,0.000028,10,0.000143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.125000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.876667,24978,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
21,cube0,18.523333,33342,0.022131,0.010980,0.007634,0.015612,6,0.000003,5,0.000028,10,0.000162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.125000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.385000,24093,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
22,cube0,19.268333,34683,0.022131,0.010980,0.008149,0.015612,6,0.000003,5,0.000029,10,0.000143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.875000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.673333,24612,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
23,cube0,19.926111,35867,0.022131,0.010980,0.008149,0.015612,6,0.000003,5,0.000029,10,0.000144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.875000,22.750000,16.000000,0.004946,43.000000,0.015613,0.000000,0.000000,0.000000,0.000000,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.204445,27368,0.000000,0.000000,0.004975,0.004461,1,0.000000,1,0.000000,7.250000,6.500000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
