block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162702.859375,292865143,0.081779,2.039221,2.039225,0.081780,26257,0.030663,5341,0.004260,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.045755,13952.000000,0.046465,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162733.015625,292919418,0.081764,2.038843,2.038847,0.081765,26257,0.030498,5341,0.004299,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.045561,13952.000000,0.046457,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162693.671875,292848597,0.081784,2.039336,2.039340,0.081785,26257,0.030783,5341,0.004247,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.045814,13952.000000,0.046468,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162712.203125,292881945,0.081774,2.039104,2.039108,0.081776,26257,0.030582,5341,0.004285,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.045694,13952.000000,0.046463,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020555,1837,0.000000,0.000000,0.700849,0.233616,1,0.000544,1,0.000544,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.254444,2258,0.000000,0.000000,0.570177,0.190059,1,0.000443,1,0.000443,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979444,1763,0.000000,0.000000,0.730267,0.243422,1,0.000567,1,0.000567,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646111,2963,0.000000,0.000000,0.434512,0.144837,1,0.000337,1,0.000337,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.059444,1907,0.000000,0.000000,0.675123,0.225041,1,0.000524,1,0.000524,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.463333,2634,0.000000,0.000000,0.488785,0.162928,1,0.000759,1,0.000759,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515556,2728,0.000000,0.000000,0.471943,0.157314,1,0.000733,1,0.000733,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.534444,2762,0.000000,0.000000,0.466133,0.155378,1,0.000362,1,0.000362,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
