block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aic_mte1_active_bw(GB/s),aic_mte2_active_bw(GB/s),
5,cube0,1688.025513,3038446,52.643890,0.030571,1654.425049,0.960758,37.161110,0.021580,95.733887,0.055595,0.214444,0.000125,458.060150,129.000549,0.074913,56.776646,0.000263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687.510010,3037518,864.586670,0.502083,471.022217,0.273532,214.837784,0.124761,67.047310,104.982780,0.060966,57.066334,0.000000,NA,NA,
6,cube0,1692.835571,3047104,52.966110,0.030758,1661.214966,0.964701,37.434444,0.021739,96.878334,0.056259,0.209444,0.000122,468.995270,130.656113,0.075875,56.057220,0.000268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1692.376099,3046277,868.616089,0.504423,477.829987,0.277485,211.652222,0.122911,68.056442,104.751663,0.060831,57.192242,0.000000,NA,NA,
7,cube0,1707.743896,3073939,53.221668,0.030907,1674.059448,0.972160,37.562222,0.021813,99.917221,0.058024,0.231111,0.000134,425.026978,134.100006,0.077875,54.617588,0.000256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707.196655,3072954,871.668884,0.506196,478.587769,0.277926,215.705002,0.125264,66.777756,105.684998,0.061373,56.687157,0.000000,NA,NA,
8,cube0,1720.276123,3096497,54.412224,0.031598,1687.765015,0.980119,37.612221,0.021842,103.946114,0.060364,0.223889,0.000130,438.737518,138.653336,0.080519,52.823963,0.000272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1719.655518,3095380,877.766663,0.509737,483.230560,0.280622,217.812225,0.126488,66.131721,108.234444,0.062854,55.351898,0.000000,NA,NA,
9,cube0,1708.069946,3074526,53.395000,0.031008,1675.239502,0.972845,37.585556,0.021827,102.445000,0.059492,0.208333,0.000121,469.207764,136.196671,0.079092,53.776783,0.000256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707.586670,3073656,874.732239,0.507975,477.558319,0.277328,215.017227,0.124865,66.991364,109.013336,0.063306,54.956413,0.000000,NA,NA,
10,cube0,1714.390503,3085903,53.427223,0.031026,1678.405029,0.974684,37.713333,0.021901,102.497780,0.059523,0.219444,0.000127,447.623352,135.615555,0.078755,54.007217,0.000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713.839966,3084912,877.745544,0.509724,478.941101,0.278131,218.493896,0.126884,65.925400,109.672775,0.063689,54.625973,0.000000,NA,NA,
11,cube0,1689.387817,3040898,52.917221,0.030730,1656.165527,0.961769,37.258888,0.021637,98.658333,0.057293,0.294444,0.000171,333.606079,131.627228,0.076439,55.643646,0.000246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.876709,3039978,866.671082,0.503293,471.972778,0.274084,214.688889,0.124674,67.093819,108.975555,0.063284,54.975464,0.000000,NA,NA,
12,cube0,1691.265015,3044277,53.357224,0.030986,1657.707275,0.962664,37.271111,0.021644,96.892776,0.056268,0.214444,0.000125,458.060150,130.355560,0.075700,56.186466,0.000249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690.773926,3043393,868.659973,0.504448,473.953888,0.275235,211.672226,0.122922,68.050011,106.949997,0.062108,56.016663,0.000000,NA,NA,
13,cube0,1702.568848,3064624,53.181110,0.030883,1671.126099,0.970456,37.416111,0.021728,98.862778,0.057412,0.208333,0.000121,471.496613,132.794449,0.077116,55.154556,0.000254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702.071655,3063729,871.423889,0.506053,476.129456,0.276498,216.108887,0.125499,66.652962,107.591667,0.062481,55.682583,0.000000,NA,NA,
14,cube0,1685.575562,3034036,53.110554,0.030842,1652.448853,0.959610,37.099998,0.021545,98.321663,0.057097,0.227778,0.000132,431.246887,132.196671,0.076769,55.403957,0.000264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.094482,3033170,864.293335,0.501913,475.186676,0.275950,212.172226,0.123213,67.889648,103.087776,0.059865,58.115349,0.000000,NA,NA,
15,cube0,1680.712769,3025283,51.530556,0.029925,1649.349487,0.957810,36.287224,0.021073,115.360558,0.066992,0.213333,0.000124,460.445892,149.664993,0.086913,48.937420,0.000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680.351074,3024632,853.587219,0.495695,466.163330,0.270710,211.450562,0.122794,68.121353,102.300552,0.059408,58.562557,0.000000,NA,NA,
16,cube0,15.593889,28069,0.000000,0.000000,15.151111,0.008799,0.004444,0.000003,0.038333,0.000022,0.191111,0.000111,214.576706,0.000000,0.000000,NA,0.052999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.549444,24389,0.013333,0.000008,13.503333,0.007842,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
17,cube0,17.188334,30939,0.000000,0.000000,16.768888,0.009738,0.004444,0.000003,0.040556,0.000024,0.189444,0.000110,216.464508,0.000000,0.000000,NA,0.044630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.532778,22559,0.014444,0.000008,12.482778,0.007249,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
18,cube0,20.006111,36011,0.000000,0.000000,19.627222,0.011398,0.004444,0.000003,0.041111,0.000024,0.201111,0.000117,203.907181,0.000000,0.000000,NA,0.037868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.872778,24971,0.015000,0.000009,13.786111,0.008006,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
19,cube0,20.564444,37016,0.000000,0.000000,19.652222,0.011412,0.004444,0.000003,0.041667,0.000024,0.556111,0.000323,73.740654,0.000000,0.000000,NA,0.041609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.222222,27400,0.015000,0.000009,15.000556,0.008711,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
20,cube0,17.800556,32041,0.000000,0.000000,17.376667,0.010091,0.004444,0.000003,0.041111,0.000024,0.210556,0.000122,194.760941,0.000000,0.000000,NA,0.040222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.986667,23376,0.012222,0.000007,12.938889,0.007514,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
21,cube0,19.451666,35013,0.000000,0.000000,19.111111,0.011098,0.004444,0.000003,0.041111,0.000024,0.214444,0.000125,191.229004,0.000000,0.000000,NA,0.043601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.286111,25715,0.012778,0.000007,14.236111,0.008267,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
22,cube0,20.105556,36190,0.000000,0.000000,19.503334,0.011326,0.004444,0.000003,0.041111,0.000024,0.233889,0.000136,175.331100,0.000000,0.000000,NA,0.055710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.028334,25251,0.015000,0.000009,12.786667,0.007425,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
23,cube0,20.140556,36253,0.000000,0.000000,19.763889,0.011477,0.004444,0.000003,0.041111,0.000024,0.208889,0.000121,196.314865,0.000000,0.000000,NA,0.046025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.662778,26393,0.015556,0.000009,14.615000,0.008487,0.001111,0.000001,0.000000,0.001111,0.000001,0.000000,0.000000,NA,NA,
