block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146173.843750,263112928,0.091026,2.269812,2.269817,0.091028,26257,0.030614,5341,0.004816,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.164006,13952.000000,0.051719,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146168.484375,263103275,0.091030,2.269895,2.269900,0.091031,26257,0.030736,5341,0.004854,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.164049,13952.000000,0.051721,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146209.828125,263177698,0.091004,2.269253,2.269258,0.091006,26257,0.030528,5341,0.004802,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163720,13952.000000,0.051707,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146228.078125,263210524,0.090993,2.268970,2.268975,0.090994,26257,0.030578,5341,0.004843,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163574,13952.000000,0.051700,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146215.953125,263188727,0.091000,2.269158,2.269163,0.091002,26257,0.030495,5341,0.004839,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163671,13952.000000,0.051705,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146195.859375,263152558,0.091013,2.269470,2.269475,0.091014,26257,0.030484,5341,0.004885,347904.750000,13952.250000,NA,NA,NA,NA,NA,NA,NA,NA,347904.000000,1.163831,13952.000000,0.051712,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.163333,2094,0.000000,0.000000,0.614833,0.204944,1,0.000478,1,0.000478,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792778,3227,0.000000,0.000000,0.398965,0.132988,1,0.000620,1,0.000620,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377222,2479,0.000000,0.000000,0.519347,0.173116,1,0.000807,1,0.000807,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.542778,2777,0.000000,0.000000,0.463616,0.154539,1,0.000360,1,0.000360,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973889,1753,0.000000,0.000000,0.734433,0.244811,1,0.000570,1,0.000570,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.303889,2347,0.000000,0.000000,0.548556,0.182852,1,0.000426,1,0.000426,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.703333,3066,0.000000,0.000000,0.419915,0.139972,1,0.000326,1,0.000326,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.475000,2655,0.000000,0.000000,0.484919,0.161640,1,0.000377,1,0.000377,0.750000,0.250000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,0.000000,0.000000,
