block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aic_mte1_active_bw(GB/s),aic_mte2_active_bw(GB/s),
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146199.218750,263158591,88842.406250,0.607680,86517.187500,0.591776,4416.151855,0.030206,75.130363,694.998901,0.004754,19.144871,0.000000,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146239.390625,263230911,88858.460938,0.607623,86520.468750,0.591636,4439.709473,0.030359,74.731712,701.606140,0.004798,18.964577,0.000000,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146235.734375,263224325,88853.281250,0.607603,86516.210938,0.591622,4441.322754,0.030371,74.704575,693.639465,0.004743,19.182392,0.000000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146246.906250,263244435,88835.468750,0.607435,86503.375000,0.591489,4477.997559,0.030619,74.092743,698.767761,0.004778,19.041611,0.000000,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146200.812500,263161475,88838.593750,0.607648,86501.468750,0.591662,4435.321777,0.030337,74.805649,692.075012,0.004734,19.225754,0.000000,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146214.750000,263186543,88809.242188,0.607389,86479.468750,0.591455,4490.675781,0.030713,73.883553,697.952759,0.004773,19.063845,0.000000,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.251111,2252,0.018333,0.014654,1.191667,0.952487,0.001111,0.000888,0.000000,0.001111,0.000888,0.000000,0.000000,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474444,2654,0.015000,0.010173,1.425000,0.966466,0.000556,0.000377,0.000000,0.000556,0.000377,0.000000,0.000000,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.100556,1981,0.011111,0.010096,1.061667,0.964664,0.000556,0.000505,0.000000,0.000556,0.000505,0.000000,0.000000,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.251111,2252,0.012222,0.009769,1.208889,0.966252,0.000556,0.000444,0.000000,0.000556,0.000444,0.000000,0.000000,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.294444,2330,0.019444,0.015021,1.249444,0.965236,0.001111,0.000858,0.000000,0.001111,0.000858,0.000000,0.000000,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598889,2878,0.021667,0.013551,1.548333,0.968381,0.001111,0.000695,0.000000,0.001111,0.000695,0.000000,0.000000,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.647222,2965,0.018889,0.011467,1.600000,0.971332,0.001111,0.000675,0.000000,0.001111,0.000675,0.000000,0.000000,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.129444,3833,0.021667,0.010175,2.074445,0.974172,0.001111,0.000522,0.000000,0.001111,0.000522,0.000000,0.000000,NA,NA,
