block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte1_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
7,cube0,1092.223877,1966003,0.142407,0.104883,0.088928,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,1091.269409,1964285,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000978,
8,cube0,1094.488892,1970080,0.147609,0.108973,0.092833,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,1093.939941,1969092,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000974,
9,cube0,1093.452759,1968215,0.144491,0.108496,0.092470,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,1092.962280,1967332,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000977,
10,cube0,1089.268921,1960684,0.141354,0.106846,0.090828,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,1088.672729,1959611,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000976,
11,cube0,1088.816162,1959869,0.128434,0.092976,0.076946,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,1088.164429,1958696,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000978,
12,cube0,1079.395020,1942911,0.126971,0.091081,0.075139,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,1078.814453,1941866,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000979,
13,cube0,1089.403931,1960927,0.129040,0.094342,0.078399,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,1088.827271,1959889,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000976,
14,cube0,1088.050049,1958490,0.131829,0.095513,0.079529,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,1087.440552,1957393,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000976,
15,cube0,1111.022217,1999840,0.131467,0.094447,0.078483,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,1110.426147,1998767,0.062696,0.048440,0.014256,0.000000,0.000000,0.026032,0.000000,0.000000,0.000976,
16,cube0,17.200001,30960,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,15.990556,28783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17,cube0,18.192778,32747,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,12.877778,23180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18,cube0,19.796112,35633,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,14.120556,25417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19,cube0,21.251667,38253,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,16.887222,30397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20,cube0,20.802778,37445,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,16.105556,28990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21,cube0,18.342777,33017,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,15.250000,27450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22,cube0,19.507223,35113,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,13.386666,24096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
23,cube0,20.653889,37177,0.000000,0.000000,0.000000,0.000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,15.423333,27762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
