block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098.506104,1977311,0.463669,0.265717,0.014315,0.000000,0.000000,0.169322,17351808,
15,cube0,1106.109985,1990998,0.047647,0.047647,0.000000,1310720,160,160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.603882,1990087,0.465324,0.266666,0.014365,0.000000,0.000000,0.169926,17351808,
16,cube0,20.200556,36361,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.182777,25529,0.000019,0.000000,0.000000,0.000000,0.000000,0.000019,128,
17,cube0,20.221111,36398,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.460556,26029,0.000018,0.000000,0.000000,0.000000,0.000000,0.000018,128,
18,cube0,19.701111,35462,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.157778,23684,0.000019,0.000000,0.000000,0.000000,0.000000,0.000019,128,
19,cube0,18.565001,33417,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.638333,22749,0.000017,0.000000,0.000000,0.000000,0.000000,0.000017,128,
20,cube0,19.713333,35484,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.697778,24656,0.000017,0.000000,0.000000,0.000000,0.000000,0.000017,128,
21,cube0,19.828888,35692,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.895000,25011,0.000017,0.000000,0.000000,0.000000,0.000000,0.000017,128,
22,cube0,20.245001,36441,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.972777,26951,0.000018,0.000000,0.000000,0.000000,0.000000,0.000018,128,
23,cube0,20.273890,36493,0.000000,0.000000,0.000000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.404445,27728,0.000018,0.000000,0.000000,0.000000,0.000000,0.000018,128,
