block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aic_mte1_active_bw(GB/s),aic_mte2_active_bw(GB/s),
16,cube0,20.200556,36361,0.000000,0.000000,19.223333,0.017210,0.004444,0.000004,0.041111,0.000037,0.599444,0.000537,68.410004,0.000000,0.000000,NA,0.045198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.182777,25529,0.021667,0.000019,14.131667,0.012651,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
17,cube0,20.221111,36398,0.000000,0.000000,18.644444,0.016692,0.004444,0.000004,0.040556,0.000036,0.506111,0.000453,81.025681,0.000000,0.000000,NA,0.043601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.460556,26029,0.020556,0.000018,12.903334,0.011552,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
18,cube0,19.701111,35462,0.000000,0.000000,19.198334,0.017187,0.005000,0.000004,0.042222,0.000038,0.310556,0.000278,132.047226,0.000556,0.000000,0.000000,0.045134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.157778,23684,0.021667,0.000019,13.103333,0.011731,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
19,cube0,18.565001,33417,0.000000,0.000000,17.017778,0.015235,0.004444,0.000004,0.041111,0.000037,0.211111,0.000189,194.248398,0.000000,0.000000,NA,0.037975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.638333,22749,0.018889,0.000017,12.590555,0.011272,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
20,cube0,19.713333,35484,0.000000,0.000000,18.257778,0.016345,0.004444,0.000004,0.040556,0.000036,0.461111,0.000413,88.933006,0.000000,0.000000,NA,0.043785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.697778,24656,0.018889,0.000017,13.648334,0.012219,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
21,cube0,19.828888,35692,0.000000,0.000000,18.203333,0.016297,0.004444,0.000004,0.040556,0.000036,0.488889,0.000438,83.879990,0.000000,0.000000,NA,0.038190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.895000,25011,0.019444,0.000017,13.844444,0.012394,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
22,cube0,20.245001,36441,0.000000,0.000000,18.590555,0.016643,0.004444,0.000004,0.041111,0.000037,0.460556,0.000412,89.040283,0.000000,0.000000,NA,0.046676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.972777,26951,0.020000,0.000018,14.918333,0.013356,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
23,cube0,20.273890,36493,0.000000,0.000000,18.533333,0.016592,0.004444,0.000004,0.040556,0.000036,0.606111,0.000543,67.657562,0.000000,0.000000,NA,0.042433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.404445,27728,0.020556,0.000018,15.348333,0.013741,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
