block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aic_mte1_active_bw(GB/s),aic_mte2_active_bw(GB/s),
10,cube0,1382.152222,2487874,53.730000,0.038683,1355.255615,0.975706,38.093887,0.027425,102.887222,0.074073,0.422222,0.000304,232.646347,136.321671,0.098144,53.727470,0.000300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381.637207,2486947,647.807251,0.466384,438.347778,0.315585,281.828888,0.202901,51.110081,99.635559,0.071732,60.128952,0.000000,NA,NA,
11,cube0,1368.911621,2464041,53.333332,0.038397,1342.071655,0.966214,37.903889,0.027289,96.198891,0.069258,0.201111,0.000145,488.428802,129.859451,0.093491,56.401123,0.000245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368.515015,2463327,640.434448,0.461076,434.953339,0.313141,280.887207,0.202223,51.281425,98.184998,0.070688,61.017284,0.000000,NA,NA,
12,cube0,1353.270508,2435887,52.955555,0.038125,1327.783325,0.955928,37.556667,0.027039,96.913887,0.069772,0.212222,0.000153,462.856628,130.284439,0.093797,56.217140,0.000282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352.781616,2435007,636.693359,0.458383,430.741119,0.310109,275.132233,0.198079,52.354088,95.220558,0.068553,62.916889,0.000000,NA,NA,
13,cube0,1358.609497,2445497,52.954445,0.038124,1333.081665,0.959742,37.482777,0.026985,97.079445,0.069892,0.214444,0.000154,458.060150,130.860550,0.094212,55.969643,0.000298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358.204468,2444768,636.426086,0.458190,433.423340,0.312040,275.065552,0.198031,52.366783,95.408890,0.068689,62.792702,0.000000,NA,NA,
14,cube0,1360.515015,2448927,53.051666,0.038194,1335.666138,0.961603,37.227779,0.026802,100.001663,0.071995,0.220000,0.000158,446.492981,133.776672,0.096311,54.749592,0.000319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359.981079,2447966,633.115540,0.455807,430.871124,0.310202,279.956665,0.201553,51.451881,94.753334,0.068217,63.227139,0.000000,NA,NA,
15,cube0,1349.751709,2429553,52.847221,0.038047,1325.176147,0.954050,36.171665,0.026042,116.273331,0.083710,0.296667,0.000214,331.107178,149.406662,0.107564,49.022038,0.000264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.188354,2428539,623.780579,0.449086,423.891663,0.305178,272.050568,0.195861,52.947128,93.267776,0.067147,64.234215,0.000000,NA,NA,
16,cube0,15.382778,27689,0.000000,0.000000,14.988334,0.010791,0.004444,0.000003,0.037778,0.000027,0.181667,0.000131,225.732071,0.000000,0.000000,NA,0.047157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.011666,23421,0.012222,0.000009,12.971666,0.009339,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
17,cube0,18.646111,33563,0.000000,0.000000,18.107779,0.013037,0.004444,0.000003,0.038333,0.000028,0.222778,0.000160,184.075790,0.000000,0.000000,NA,0.050209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.430000,24174,0.015000,0.000011,13.381111,0.009634,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
18,cube0,20.403889,36727,0.000000,0.000000,19.375555,0.013949,0.004444,0.000003,0.040556,0.000029,0.562222,0.000405,72.939117,0.000000,0.000000,NA,0.048544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.752222,26554,0.014444,0.000010,14.701111,0.010584,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
19,cube0,20.219999,36396,0.000000,0.000000,19.702778,0.014185,0.004444,0.000003,0.041111,0.000030,0.213333,0.000154,192.224976,0.000000,0.000000,NA,0.051748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.310000,25758,0.015000,0.000011,14.257778,0.010265,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
20,cube0,16.539444,29771,0.000000,0.000000,16.253334,0.011701,0.004444,0.000003,0.039444,0.000028,0.198889,0.000143,206.185455,0.000000,0.000000,NA,0.044755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.876667,24978,0.012222,0.000009,13.830556,0.009957,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
21,cube0,18.523333,33342,0.000000,0.000000,18.205555,0.013107,0.004444,0.000003,0.039444,0.000028,0.225556,0.000162,181.808838,0.000000,0.000000,NA,0.047552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.385000,24093,0.012778,0.000009,13.337222,0.009602,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
22,cube0,19.268333,34683,0.000000,0.000000,18.685556,0.013453,0.004444,0.000003,0.040556,0.000029,0.198333,0.000143,206.763000,0.000000,0.000000,NA,0.052559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.673333,24612,0.015000,0.000011,13.172778,0.009484,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
23,cube0,19.926111,35867,0.000000,0.000000,19.417223,0.013979,0.004444,0.000003,0.040556,0.000029,0.200000,0.000144,205.039978,0.000000,0.000000,NA,0.048815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.204445,27368,0.015000,0.000011,15.160556,0.010915,0.000556,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,NA,NA,
